date,state,organization,no_of_phase_one_awards,total_phase_one_obligation,no_of_phase_two_awards,total_phase_two_obligation,total_awards,total_obligation
2016,VT,Department of Commerce,1,97023,0,0,1,97023
2016,WA,Department of Commerce,0,0,1,399953,1,399953
2017,AZ,Department of Commerce,1,120000,0,0,1,120000
2017,CA,Department of Commerce,6,676124.26,6,2197119.05,12,2873243.31
2017,CO,Department of Commerce,4,452196.19,1,399409.04,5,851605.23
2017,GA,Department of Commerce,1,100000,0,0,1,100000
2017,HI,Department of Commerce,1,119737,1,399986.31,2,519723.31
2017,IL,Department of Commerce,1,92100,0,0,1,92100
2017,IN,Department of Commerce,1,100000,0,0,1,100000
2017,KY,Department of Commerce,1,99999.93,0,0,1,99999.93
2017,MA,Department of Commerce,3,359972.33,4,1499910.36,7,1859882.69
2017,MD,Department of Commerce,1,100000,0,0,1,100000
2017,MN,Department of Commerce,1,99835.24,0,0,1,99835.24
2017,MT,Department of Commerce,0,0,1,299926,1,299926
2017,NC,Department of Commerce,1,119950.76,1,399818.02,2,519768.78
2017,NE,Department of Commerce,0,0,1,399774,1,399774
2017,NH,Department of Commerce,3,359818.23,0,0,3,359818.23
2017,NY,Department of Commerce,0,0,1,299867.43,1,299867.43
2017,PA,Department of Commerce,0,0,1,299987.45,1,299987.45
2017,SC,Department of Commerce,1,99952.69,0,0,1,99952.69
2017,TX,Department of Commerce,1,97500,1,299999,2,397499
2017,VA,Department of Commerce,3,359517.95,3,999932.36,6,1359450.31
2017,WA,Department of Commerce,1,100000,0,0,1,100000
2018,AL,Department of Commerce,1,119919.96,0,0,1,119919.96
2018,AZ,Department of Commerce,1,99942,1,400000,2,499942
2018,CA,Department of Commerce,9,1038675.73,6,2199230.24,15,3237905.97
2018,CO,Department of Commerce,4,479530.1,4,1499570.69,8,1979100.79
2018,CT,Department of Commerce,1,97883.06,0,0,1,97883.06
2018,GA,Department of Commerce,0,0,1,300000,1,300000
2018,HI,Department of Commerce,1,119933.21,2,799471.5,3,919404.71
2018,IL,Department of Commerce,0,0,1,299400,1,299400
2018,IN,Department of Commerce,0,0,1,300000,1,300000
2018,KY,Department of Commerce,1,99999.65,0,0,1,99999.65
2018,LA,Department of Commerce,1,113612.46,0,0,1,113612.46
2018,MA,Department of Commerce,5,578110.66,3,1198521.63,8,1776632.29
2018,MD,Department of Commerce,1,81740.49,0,0,1,81740.49
2018,MI,Department of Commerce,2,200000,0,0,2,200000
2018,MN,Department of Commerce,0,0,1,299927.63,1,299927.63
2018,MO,Department of Commerce,1,120000,0,0,1,120000
2018,NH,Department of Commerce,3,359745.16,3,1199776.06,6,1559521.22
2018,NY,Department of Commerce,1,99945.93,0,0,1,99945.93
2018,OH,Department of Commerce,1,119983.84,0,0,1,119983.84
2018,PA,Department of Commerce,1,119999.23,0,0,1,119999.23
2018,SC,Department of Commerce,0,0,1,299951.12,1,299951.12
2018,SD,Department of Commerce,1,119990.32,0,0,1,119990.32
2018,TX,Department of Commerce,1,99970.39,1,298499,2,398469.39
2018,UT,Department of Commerce,1,119785.89,0,0,1,119785.89
2018,VA,Department of Commerce,4,479839.66,2,799964.91,6,1279804.57
2018,WA,Department of Commerce,1,119108,1,300000,2,419108
2010,AK,Department of Defense,1,70000,1,1249620,2,1319620
2010,AL,Department of Defense,73,6679193,32,28473406,105,35152599
2010,AR,Department of Defense,1,119899,5,3598848,6,3718747
2010,AZ,Department of Defense,56,5263686,27,20732484,83,25996170
2010,CA,Department of Defense,513,48932516,281,242523603,794,291456119
2010,CO,Department of Defense,103,9894816,48,54222548,151,64117364
2010,CT,Department of Defense,31,3023016,19,14240074,50,17263090
2010,DC,Department of Defense,4,336796,2,1349399,6,1686195
2010,DE,Department of Defense,14,1448398,6,5446860,20,6895258
2010,FL,Department of Defense,65,6177300,41,34960965,106,41138265
2010,GA,Department of Defense,24,2125954,13,10579416.63,37,12705370.63
2010,HI,Department of Defense,11,998242,11,7614009,22,8612251
2010,IA,Department of Defense,3,269630,1,749966,4,1019596
2010,ID,Department of Defense,5,614685,3,2180271,8,2794956
2010,IL,Department of Defense,50,4609675,30,22883854,80,27493529
2010,IN,Department of Defense,19,1733383,14,11479891,33,13213274
2010,KS,Department of Defense,6,568401,0,0,6,568401
2010,KY,Department of Defense,7,519576,2,1266528,9,1786104
2010,LA,Department of Defense,2,169969,3,2077434,5,2247403
2010,MA,Department of Defense,306,28296957,160,137767221,466,166064178
2010,MD,Department of Defense,105,10092593,54,42196197,159,52288790
2010,ME,Department of Defense,5,519984,2,1459996,7,1979980
2010,MI,Department of Defense,66,6029044,35,36333016,101,42362060
2010,MN,Department of Defense,18,1701904,8,6019773,26,7721677
2010,MO,Department of Defense,19,1765143,6,3964156,25,5729299
2010,MS,Department of Defense,4,339577,4,2979584,8,3319161
2010,MT,Department of Defense,2,217069,4,3233833,6,3450902
2010,NC,Department of Defense,26,2395424,13,9581436,39,11976860
2010,NE,Department of Defense,7,659787,4,2816234,11,3476021
2010,NH,Department of Defense,46,4257868,17,19770702,63,24028570
2010,NJ,Department of Defense,57,5312792,37,30543073,94,35855865
2010,NM,Department of Defense,31,2854656,17,16845425,48,19700081
2010,NV,Department of Defense,7,772104,7,4253499,14,5025603
2010,NY,Department of Defense,108,10320850,67,50299071,175,60619921
2010,OH,Department of Defense,112,10254973,54,49085153,166,59340126
2010,OK,Department of Defense,5,467681,2,1854425,7,2322106
2010,OR,Department of Defense,18,1725435,7,5536537,25,7261972
2010,PA,Department of Defense,101,10165628,47,39803629.31,148,49969257.31
2010,RI,Department of Defense,11,1057969,2,1492842,13,2550811
2010,SC,Department of Defense,7,637934,4,3207662,11,3845596
2010,TN,Department of Defense,14,1347786,4,4435302,18,5783088
2010,TX,Department of Defense,109,10712012,50,44937684,159,55649696
2010,UT,Department of Defense,12,1068319,7,4821461,19,5889780
2010,VA,Department of Defense,209,19698499,98,91586534.91,307,111285033.91
2010,VT,Department of Defense,6,538025,1,729938,7,1267963
2010,WA,Department of Defense,38,3733186,20,16579887,58,20313073
2010,WI,Department of Defense,6,581857,7,4865307,13,5447164
2010,WV,Department of Defense,1,79788,2,1499953,3,1579741
2010,WY,Department of Defense,2,199997,2,1493569,4,1693566
2011,AL,Department of Defense,63,6396010,36,30012346,99,36408356
2011,AR,Department of Defense,8,809814,1,999999,9,1809813
2011,AZ,Department of Defense,45,4340876,25,17746743,70,22087619
2011,CA,Department of Defense,422,41539077,220,177967037,642,219506114
2011,CO,Department of Defense,77,7429551,51,37021163,128,44450714
2011,CT,Department of Defense,33,3269562,10,6969878,43,10239440
2011,DC,Department of Defense,2,179568,0,0,2,179568
2011,DE,Department of Defense,9,889644,3,2174979,12,3064623
2011,FL,Department of Defense,70,7107394,26,23204410,96,30311804
2011,GA,Department of Defense,17,1669755,9,6555364,26,8225119
2011,HI,Department of Defense,18,1956551,3,6344486,21,8301037
2011,IA,Department of Defense,4,359708,2,1484587,6,1844295
2011,ID,Department of Defense,3,349824,4,2998103,7,3347927
2011,IL,Department of Defense,33,3315106,23,20354166,56,23669272
2011,IN,Department of Defense,21,2065704,7,5585900,28,7651604
2011,KS,Department of Defense,1,149977,2,1242713,3,1392690
2011,KY,Department of Defense,3,249848,0,0,3,249848
2011,LA,Department of Defense,3,299384,1,722018,4,1021402
2011,MA,Department of Defense,295,29154546,132,114696848.56,427,143851394.56
2011,MD,Department of Defense,101,10247512,47,39440133,148,49687645
2011,ME,Department of Defense,3,319980,4,2575419,7,2895399
2011,MI,Department of Defense,40,3979940,16,10922272,56,14902212
2011,MN,Department of Defense,15,1375487,8,6988681,23,8364168
2011,MO,Department of Defense,5,488753,3,1824973,8,2313726
2011,MS,Department of Defense,4,349797,0,0,4,349797
2011,MT,Department of Defense,5,519851,4,3201176,9,3721027
2011,NC,Department of Defense,24,2231245,11,12084687,35,14315932
2011,ND,Department of Defense,1,79946,0,0,1,79946
2011,NE,Department of Defense,5,425232,1,299488,6,724720
2011,NH,Department of Defense,34,3534966,19,14183167,53,17718133
2011,NJ,Department of Defense,71,6345747,18,13599995,89,19945742
2011,NM,Department of Defense,33,3395015,9,7267157,42,10662172
2011,NV,Department of Defense,6,618688,3,1973768,9,2592456
2011,NY,Department of Defense,89,8561296,52,39144963,141,47706259
2011,OH,Department of Defense,94,9170805,40,32977375,134,42148180
2011,OK,Department of Defense,3,349735,0,0,3,349735
2011,OR,Department of Defense,12,1209463,5,5060345,17,6269808
2011,PA,Department of Defense,80,7624618,58,46369347.01,138,53993965.01
2011,RI,Department of Defense,5,439802,4,3723683,9,4163485
2011,SC,Department of Defense,1,99999,1,999973,2,1099972
2011,SD,Department of Defense,2,139669,0,0,2,139669
2011,TN,Department of Defense,12,1064662,7,5029403,19,6094065
2011,TX,Department of Defense,100,9746780,48,37844300,148,47591080
2011,UT,Department of Defense,10,947323,5,3663266,15,4610589
2011,VA,Department of Defense,185,17650031,115,94800702,300,112450733
2011,VT,Department of Defense,5,486378,1,747924,6,1234302
2011,WA,Department of Defense,33,3164734,18,14144435,51,17309169
2011,WI,Department of Defense,15,1427797,4,2846528,19,4274325
2011,WV,Department of Defense,2,158198,3,2243966,5,2402164
2011,WY,Department of Defense,3,345685,2,2002388,5,2348073
2012,AK,Department of Defense,3,443177,0,0,3,443177
2012,AL,Department of Defense,57,7082338,27,22563756,84,29646094
2012,AR,Department of Defense,3,349967,4,3209051,7,3559018
2012,AZ,Department of Defense,38,4538034,21,22012775,59,26550809
2012,CA,Department of Defense,423,53152821,207,174272682.42,630,227425503.42
2012,CO,Department of Defense,82,9824947,47,35444942,129,45269889
2012,CT,Department of Defense,22,2776092,9,8186383,31,10962475
2012,DC,Department of Defense,1,79985,0,0,1,79985
2012,DE,Department of Defense,4,492409,5,4789150,9,5281559
2012,FL,Department of Defense,62,7643191,31,28671388,93,36314579
2012,GA,Department of Defense,14,1869966,7,7045533,21,8915499
2012,HI,Department of Defense,16,2109478,8,7297837,24,9407315
2012,IA,Department of Defense,1,97872,2,1237731,3,1335603
2012,ID,Department of Defense,6,677894,1,729776,7,1407670
2012,IL,Department of Defense,38,4727564,15,16160200,53,20887764
2012,IN,Department of Defense,10,1254640,6,5029985,16,6284625
2012,KS,Department of Defense,4,476655,3,2126113,7,2602768
2012,KY,Department of Defense,7,809957,1,400688,8,1210645
2012,LA,Department of Defense,2,227425,2,1486445,4,1713870
2012,MA,Department of Defense,266,32900114,118,93582591,384,126482705
2012,MD,Department of Defense,99,11834427,46,40889164.81,145,52723591.81
2012,ME,Department of Defense,2,199989,2,1818238,4,2018227
2012,MI,Department of Defense,39,4791043,21,18273660.13,60,23064703.13
2012,MN,Department of Defense,15,2035275,10,7539301,25,9574576
2012,MO,Department of Defense,7,859197,6,4297395,13,5156592
2012,MS,Department of Defense,1,99520,0,0,1,99520
2012,MT,Department of Defense,4,479693,5,4428800,9,4908493
2012,NC,Department of Defense,22,2607906,7,5098325,29,7706231
2012,NE,Department of Defense,3,349971,3,5771822,6,6121793
2012,NH,Department of Defense,33,3877214,15,12245193,48,16122407
2012,NJ,Department of Defense,53,6388791,21,15966580,74,22355371
2012,NM,Department of Defense,28,3598086,14,15801876.81,42,19399962.81
2012,NV,Department of Defense,4,427777,6,5196022,10,5623799
2012,NY,Department of Defense,78,9777989,54,44252329,132,54030318
2012,OH,Department of Defense,104,13228903,47,44677608.66,151,57906511.66
2012,OK,Department of Defense,6,779615,2,1797604,8,2577219
2012,OR,Department of Defense,16,2120719,7,7065385,23,9186104
2012,PA,Department of Defense,67,8173507,44,36893150,111,45066657
2012,RI,Department of Defense,8,858482,8,5890809,16,6749291
2012,SC,Department of Defense,5,535361,4,3212911,9,3748272
2012,SD,Department of Defense,0,0,1,729842,1,729842
2012,TN,Department of Defense,6,609373,5,4128265,11,4737638
2012,TX,Department of Defense,98,11892030,40,28402810,138,40294840
2012,UT,Department of Defense,8,977717,3,2197232,11,3174949
2012,VA,Department of Defense,159,19020339,78,68462367,237,87482706
2012,VT,Department of Defense,5,698513,2,2030440,7,2728953
2012,WA,Department of Defense,27,3489381,16,13257463,43,16746844
2012,WI,Department of Defense,9,1199726,1,749714,10,1949440
2012,WV,Department of Defense,7,758112,0,0,7,758112
2012,WY,Department of Defense,2,249788,1,971409,3,1221197
2013,AL,Department of Defense,38,4844936,32,27685119,70,32530055
2013,AR,Department of Defense,2,199944,5,3068074,7,3268018
2013,AZ,Department of Defense,34,3861038,16,12842587.96,50,16703625.96
2013,CA,Department of Defense,319,38534457,209,181882041.08,528,220416498.08
2013,CO,Department of Defense,74,9375457,32,24375570,106,33751027
2013,CT,Department of Defense,18,1939256,12,10879965.24,30,12819221.24
2013,DC,Department of Defense,2,298558,1,749975,3,1048533
2013,DE,Department of Defense,8,908758,3,1999766,11,2908524
2013,FL,Department of Defense,41,4807436,32,28458860,73,33266296
2013,GA,Department of Defense,18,2305485,9,9564077,27,11869562
2013,HI,Department of Defense,12,1369838,9,6967801,21,8337639
2013,IA,Department of Defense,3,289257,0,0,3,289257
2013,ID,Department of Defense,1,79634,3,1995970,4,2075604
2013,IL,Department of Defense,30,3412536,22,17946708.33,52,21359244.33
2013,IN,Department of Defense,10,1307731,14,11068862,24,12376593
2013,KS,Department of Defense,1,144483,3,1986671,4,2131154
2013,KY,Department of Defense,7,853847,1,502650,8,1356497
2013,LA,Department of Defense,3,238954,2,2202824,5,2441778
2013,MA,Department of Defense,205,24088844,119,105460023.21,324,129548867.21
2013,MD,Department of Defense,95,11536983,43,41963421,138,53500404
2013,ME,Department of Defense,4,479847,0,0,4,479847
2013,MI,Department of Defense,25,2950836,17,14809604,42,17760440
2013,MN,Department of Defense,12,1431433,10,9189003,22,10620436
2013,MO,Department of Defense,5,507981,3,1932441,8,2440422
2013,MT,Department of Defense,9,919751,3,3166385,12,4086136
2013,NC,Department of Defense,25,2959689,15,11618507,40,14578196
2013,ND,Department of Defense,1,99995,1,725554,2,825549
2013,NE,Department of Defense,1,149889,0,0,1,149889
2013,NH,Department of Defense,38,4416449,16,14259259,54,18675708
2013,NJ,Department of Defense,31,3937029,25,19844320,56,23781349
2013,NM,Department of Defense,33,4008142,12,10384929,45,14393071
2013,NV,Department of Defense,2,243210,5,5520767,7,5763977
2013,NY,Department of Defense,62,7433596,36,30533380,98,37966976
2013,OH,Department of Defense,61,7603461,35,28456780,96,36060241
2013,OK,Department of Defense,1,149999,2,1432761,3,1582760
2013,OR,Department of Defense,5,537270,7,5260889,12,5798159
2013,PA,Department of Defense,52,5992145,32,28274069.41,84,34266214.41
2013,RI,Department of Defense,6,729630,2,2440710,8,3170340
2013,SC,Department of Defense,3,379892,1,965505,4,1345397
2013,TN,Department of Defense,5,629869,1,600000,6,1229869
2013,TX,Department of Defense,72,8240632,54,44015225,126,52255857
2013,UT,Department of Defense,14,1681188,7,7208794,21,8889982
2013,VA,Department of Defense,130,14832297,72,61333791,202,76166088
2013,WA,Department of Defense,18,2006662,9,7105249.08,27,9111911.08
2013,WI,Department of Defense,6,728691,5,4689369,11,5418060
2013,WV,Department of Defense,1,79997,1,849709,2,929706
2013,WY,Department of Defense,0,0,2,1236036,2,1236036
2014,AK,Department of Defense,0,0,1,1132799,1,1132799
2014,AL,Department of Defense,39,4853853,35,32185656,74,37039509
2014,AZ,Department of Defense,32,3825677,23,18014069.72,55,21839746.72
2014,CA,Department of Defense,299,37213119.07,178,163298752.59,477,200511871.66
2014,CO,Department of Defense,65,8215874.61,42,38397503.92,107,46613378.53
2014,CT,Department of Defense,14,1718290.08,5,4728735,19,6447025.08
2014,DC,Department of Defense,2,249112,1,1049155,3,1298267
2014,DE,Department of Defense,3,379982,3,2941204,6,3321186
2014,FL,Department of Defense,52,6218137.99,23,20916326,75,27134463.99
2014,GA,Department of Defense,9,1179704.38,9,8628905,18,9808609.38
2014,HI,Department of Defense,14,1688903,4,4235742,18,5924645
2014,IA,Department of Defense,2,198912,1,1008502,3,1207414
2014,ID,Department of Defense,4,524266,2,1599948,6,2124214
2014,IL,Department of Defense,25,3211891,13,10400636,38,13612527
2014,IN,Department of Defense,5,608811,3,3506008,8,4114819
2014,KS,Department of Defense,3,375748,2,1473086,5,1848834
2014,KY,Department of Defense,7,789873,1,749829,8,1539702
2014,LA,Department of Defense,1,149995,0,0,1,149995
2014,MA,Department of Defense,179,21539234,97,92038768,276,113578002
2014,MD,Department of Defense,96,12246072.92,33,34116060,129,46362132.92
2014,ME,Department of Defense,3,375217,0,0,3,375217
2014,MI,Department of Defense,33,3977892,18,17456576,51,21434468
2014,MN,Department of Defense,15,1787143,4,6716687,19,8503830
2014,MO,Department of Defense,5,679118,1,505787,6,1184905
2014,MS,Department of Defense,1,140272,0,0,1,140272
2014,MT,Department of Defense,6,829698,3,5499875,9,6329573
2014,NC,Department of Defense,18,2251448.54,12,10721644,30,12973092.54
2014,ND,Department of Defense,1,99975,0,0,1,99975
2014,NE,Department of Defense,2,229893,0,0,2,229893
2014,NH,Department of Defense,23,2807387,22,21535108.25,45,24342495.25
2014,NJ,Department of Defense,32,3711560,25,21235009,57,24946569
2014,NM,Department of Defense,27,3623260,14,12648827.33,41,16272087.33
2014,NV,Department of Defense,9,1159253,0,0,9,1159253
2014,NY,Department of Defense,52,6031634.64,29,25926289,81,31957923.64
2014,OH,Department of Defense,65,8348900.27,38,33194270,103,41543170.27
2014,OK,Department of Defense,2,199977,1,499997,3,699974
2014,OR,Department of Defense,9,1202131,5,7263787,14,8465918
2014,PA,Department of Defense,58,6948065.64,34,32701588,92,39649653.64
2014,RI,Department of Defense,6,619105,3,2452942,9,3072047
2014,SC,Department of Defense,3,239217,1,997183,4,1236400
2014,TN,Department of Defense,7,877673.7,3,2259625,10,3137298.7
2014,TX,Department of Defense,83,10197493.15,31,31526449,114,41723942.15
2014,UT,Department of Defense,19,2162935,7,5855949,26,8018884
2014,VA,Department of Defense,131,16286803.84,64,63447887,195,79734690.84
2014,VT,Department of Defense,1,96095,3,2481530,4,2577625
2014,WA,Department of Defense,16,2188675,6,4784846,22,6973521
